Text,Emotion
When my last relation broke up.,sadness
@SonriseChurchBC learning christmas joy is achieved when we take our entitlements and put them at the feet of Jesus.  ,joy
 He asked me to beef up in the work . ,sadness
Friday night.. and rather than being excited to get pissed.. im sitting on ma laz at home.. ,joy
"The bored room,the bored exams,the bored waiter,the bored games,the bored classroom,the bored teachers,the bored everything #boring",sadness
 I'd enjoy that . ,joy
 I don't think that I ever heard of that rule before . Any more rules that you would like to tell me about ? ,anger
Brothers college graduation. ,sadness
"Youtube, TAKE DOWN FRIDAY BY REBEKA BLACK! People keep PLAYING it on Friday's and I'm going to stab someone with a pen! #triggerword",anger
Spanish mid term on my birthday. ,joy
Stupid stupid stupid ,anger
How come I was never in a huge food fight growing up? ,sadness
Worst sore throat ever and now I have to walk to school ,joy
Looks like my preminition from 2 months ago may be coming true.    ,sadness
"For the first time , Coffin saw the signs of grief on Christopher Court 's face . ",sadness
A friend forgot his appointment with me.,anger
" I recommend you ride a bike instead of commuting by bus . It may offer you many benefits . First , it's good for your health . I'm afraid it's not necessary for me to further elaborate . While lots of people spend time like an hour each morning exercising , a bike ride to work not only builds you up , but also makes full use of time . You might as well sleep out for a longer hour . ",joy
"Whys ur presentation &amp; my paper not done? &quot;BC EVERY1 HATES U&quot; Ugh, whys this coffee not working? &quot;BC IT HATES YOU 2&quot; Thx @heyitsclaire ",joy
When my friends tried to discriminate against my friendship with certain other friends which they thought was improper.,anger
kid peed his pants at work ,joy
"Commandeered a can of Diet Coke, and some chocolate. This 'bout to be the most productive hour of my life. ",joy
reflectin on the grace of God in my life #peace #freefromworry,joy
The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.,sadness
"When I took the B.A exams,I was expecting a 1st class even though I had not done very well. When the results came out I felt sad as I had missed the 1st class by 12 marks.",sadness
"I remembered his amusement about such underwear on his first evening at Sleet , how he subsided into laughter , infectious to everyone but me . ",joy
is momentary madness. -Horace,anger
apparently 10 people every year die from vending machines...it really proves how us humans can die so easily. ,sadness
Holding on to is like grasping Hot coal with intention of throwing it at someone else.... #YOU ARE THE ONE WHO GET #BURNED,anger
"When an acquaintance of mine beat up another person for no just reason, and thus showed off his power.",anger
 I know . I'll get over him . My first break up was painful because I was naive . ,sadness
waking up to weed and its still in the bag..&#xA;#iheartweed,joy
Finding money in a pear of pants ,joy
god i just love that post      #society #stop bullying,sadness
Finally finished 2500 words of essay ,joy
When I thought that my high school love and I had a mutual emotion.,joy
"When I saw the certificate results, I did not feel very happy as I did not realize that I had got all the credits until my classmates pointed it out to me.  My parents and my relatives praised me and I realized that my results were good i.e 2A, 5B, 2C.  I felt satisfied with the results and was happy.",joy
"@TheBodyShopUK My beautiful, beautiful son &amp; amazing husband bring me every day, but esp at Xmas. As do the friends I choose as family.",joy
"And I 'm really excited about it and there 's lots of interest , I think this places are taken up already . ",joy
My boyfriend made me a proposal.,joy
"@keithwrjones We're all going out this afternoon, eldest was 15 on thurs, he having 5 mates over tonight ",joy
"My dog, whom I had had for eleven years, died. I watched his Soporification.",sadness
"Tomorrow will be fulfilled, 3 months, that my aunt died, and I feel terrible ",sadness
"Ah shit, music exam in less than 2 hours. ",joy
What's that? Another weekend of SW: TOR testing? OH! SURE! Why not? I wasn't planning on getting any work done this vacation ANYWAY. ,joy
"For the record,  was right, I was wrong. It wasn't a late fee, it was the end of the promotional rate. ",sadness
"Concern yourself not with what you tried and failed in, but with what it is still possible for you to do. - Pope John XXIII  ",joy
Today happened the worse thing ever: I saw you with another girl. It hurts so bad.    ,sadness
Best workout EVER: dancing to christmas music with my little brother!! #ItsTheLittleThings,joy
i feel too ill for words and have to be up at 7 tomorrow for work. ,joy
Somtimes i wish i had a better life a good one where i can smile ,sadness
Really wish I was at home right now with an endless cup of tea &amp; a good book on my Kindle app... In Bed. ,joy
There may be pain in the night- but comes in the morning.,joy
"The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other.",sadness
She sounded very disappointed and David knew she was suppressing her exasperation . ,anger
@Pantin chez les cousins!!!!! Last night... Snif.... ,sadness
 I have said that we will try our best . You can trust us . But you know her situation . ,sadness
Yay! Reduced line height in  Finally! ,joy
"Volevo rendere utile la mattinata abbozzando qualcosa sullo sketchbook, ma mi hanno fottuto la matita 2H. E la 4B. E la gomma. ",anger
" That was my line , Mark . I know we worked on the ad together , but that was definitely my line . ",anger
"I had worked very hard during my vacations to raise some money for a few major items (e.g a radio).  but when I arrived at the inter-city bus terminal, my hard earned money had been stolen from me.",anger
"When, late at night, I discovered that they had stolen my bike.",anger
Finishing up laundry then all night in the library ,joy
"Oh god, you know it's going to be a LONG day when you're on your second cuppa in 20 mins. ",joy
Lecture how it is wrong to have a love bite on my neck and smoking ,joy
It's actually feels like winter this morning! ☁if only it snowed to my make ⛄ snowman and snow angels ❤,joy
SHIT!!!!!!!! I ran outta fruity pebbles! Dam :(  ,sadness
 But nobody uses Macintosh ! ,anger
"@CarolineHirons Buddy the elf, what's your favourite colour?  ",joy
@_Lancifer   sweets needs to shut it on this one to booth.  Angela is right...bren is the only one that can help him.  #love,anger
Could you please stop flipping the channels ? ,anger
 season finale ..at least modern family and happy endings are still rolling,sadness
"JUMP, JUMP, JUMP! RT @bebeOrallo590: My dog can't jump up on my bed anymore. He needs to be carried. ",sadness
My boyfriend didn't turn up after promising that he was coming.,sadness
"So mad that I have to play Coventry and Pilgrim 3 times each this season, and Cumberland 3 times ",joy
One day I did not feel very well and I wanted to talk to somebody. A friend invited me for dinner and I was very glad.,joy
Why Would you compare yourself to global warming -.- ,sadness
Managing negative emotions can be tough.   and can be managed effectively with the use of #hypnosis.,sadness
Heartache sucks.....but the people God has placed in my Life man I'm so thankful no  no evil Just  and ,joy
"When I was complimented and called \delightful\"".""",joy
He looked most disconsolate . ,sadness
I hope you were pleased with how much we sold . ,joy
Gay marriage isn't legal yet and I found out my ex is already engaged. #envy #dieinafire,sadness
PEOPLE who DONT let others LAUGH/BE SILLY when its innocent fun shud read their BIBLE esp if they call themselves Christians #LAUGHTER,joy
I'm bout too go back too my shit . ,joy
People not cueing in the dining hall.,anger
A family day was much needed.. thankful for the first Friday off in almost 2 months. &amp; excited to celebrate Christmas tomorrow  ,joy
Going to sleep just so I can hear your sweet voice sooner.&     love my daily morning phone calls&     in my heart,joy
Let it go!!! Just laugh it off and get your strength back! ,joy
